StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5,Q6,Q7,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,QTMC_First Click,QTMC_Last Click,QTMC_Page Submit,QTMC_Click Count,QTME_First Click,QTME_Last Click,QTME_Page Submit,QTME_Click Count,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_11,Q32_12,Q32_13,Q32_14,Q32_15,Q32_16,Q33,Q34,Q35,Q36,Q37,SC0,SC1,SC2,SC3,SC4,SC5,SC6,SC7,KeyResponses,PlayerScore
3/12/25 18:08,3/12/25 18:20,IP Address,137.110.75.71,100,672,True,3/12/25 18:20,R_6UfTP8ZJywVOmcW,,,,,32.8595,-117.2124,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat comfortable,0 days a week,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Not at all typical,Very typical of me,Not at all typical,Very typical of me,Very typical of me,Often typical of me,Very typical of me,Often typical of me,Very typical of me,Very typical of me,,,,,441.309,441.309,442.918,1,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,18-21 years old,Woman,South Asian,High income/Upper class,Secure,139,24,48,67,13,10,22,22,,900
3/12/25 18:06,3/12/25 18:22,IP Address,128.54.41.152,100,974,True,3/12/25 18:22,R_5kH6GMv0zACCY9S,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,6-7 days a week,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Almost Never,Sometimes,Fairly Often,Sometimes,Almost Never,Somewhat typical of me,Very typical of me,Rarely typical of me,Often typical of me,Very typical of me,Often typical of me,Often typical of me,Somewhat typical of me,Often typical of me,Somewhat typical of me,9.809,625.966,626.674,48,,,,,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,18-21 years old,Woman,East Asian,Comfortable income/Middle class,Secure,111,17,39,55,16,16,16,7,u,0
3/12/25 18:32,3/12/25 18:41,IP Address,128.54.31.236,100,521,True,3/12/25 18:41,R_7jKDFIIYI7vFASB,,,,,32.8509,-117.2722,anonymous,EN,3-5 hours ago,8+ hours,Somewhat comfortable,3-5 days a week,Sometimes,Fairly Often,Very Often,Fairly Often,Fairly Often,Sometimes,Very Often,Very Often,Almost Never,Sometimes,Somewhat typical of me,Somewhat typical of me,Not at all typical,Often typical of me,Often typical of me,Often typical of me,Often typical of me,Somewhat typical of me,Rarely typical of me,Very typical of me,0,0,312.926,0,,,,,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,18-21 years old,Woman,"White or European American,Hispanic/Latino",High income/Upper class,Secure,102,16,37,49,25,10,10,4,i,400
3/12/25 18:31,3/12/25 18:46,IP Address,128.54.0.254,100,862,True,3/12/25 18:46,R_3cbir9sne95zhYG,,,,,32.7967,-117.1367,anonymous,EN,3-5 hours ago,5-7 hours,Very comfortable,3-5 days a week,Almost Never,Almost Never,Sometimes,Very Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Almost Never,Sometimes,Rarely typical of me,Rarely typical of me,Often typical of me,Not at all typical,Not at all typical,Rarely typical of me,Not at all typical,Not at all typical,Often typical of me,Somewhat typical of me,12.994,12.994,607.864,1,,,,,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,18-21 years old,Woman,White or European American,Comfortable income/Middle class,Secure,79,12,21,46,19,13,4,10,i,400
3/12/25 18:33,3/12/25 18:46,IP Address,128.54.32.125,100,821,True,3/12/25 18:46,R_6Ed8EzSBxmN3se0,,,,,32.8595,-117.2124,anonymous,EN,3-5 hours ago,8+ hours,Somewhat comfortable,1-2 days a week,Fairly Often,Fairly Often,Sometimes,Very Often,Fairly Often,Sometimes,Very Often,Sometimes,Sometimes,Fairly Often,Rarely typical of me,Rarely typical of me,Often typical of me,Not at all typical,Often typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,,,,,471.611,471.611,473.102,1,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,18-21 years old,Man,White or European American,Comfortable income/Middle class,Somewhat Secure,114,18,38,58,25,13,7,13,i,1000
3/12/25 18:39,3/12/25 18:55,IP Address,128.54.35.188,100,950,True,3/12/25 18:55,R_5liNT6GcK6qs7AZ,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,8+ hours,Somewhat comfortable,1-2 days a week,Fairly Often,Fairly Often,Fairly Often,Sometimes,Sometimes,Almost Never,Fairly Often,Fairly Often,Sometimes,Sometimes,Not at all typical,Somewhat typical of me,Not at all typical,Somewhat typical of me,Often typical of me,Often typical of me,Very typical of me,Somewhat typical of me,Often typical of me,Very typical of me,,,,,0,0,563.277,0,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,18-21 years old,Woman,White or European American,Comfortable income/Middle class,Somewhat Secure,110,20,41,49,13,7,19,10,"u,u,u,u,u,u,u,u,i",0
3/12/25 18:52,3/12/25 19:03,IP Address,128.54.24.197,100,687,True,3/12/25 19:03,R_1NHv0zhT6AkVZaV,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,8+ hours,Somewhat comfortable,3-5 days a week,Sometimes,Almost Never,Sometimes,Very Often,Fairly Often,Almost Never,Almost Never,Sometimes,Sometimes,Sometimes,Often typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,0,0,382.508,0,,,,,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,18-21 years old,Woman,White or European American,High income/Upper class,Secure,68,16,27,25,4,13,4,4,,250
3/12/25 18:57,3/12/25 19:11,IP Address,128.54.33.181,100,851,True,3/12/25 19:11,R_5PiJ7o3WvmVMeew,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,5-7 hours,Neither comfortable nor uncomfortable,6-7 days a week,Almost Never,Sometimes,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Often typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Very typical of me,Somewhat typical of me,0,0,409.342,0,,,,,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,18-21 years old,Man,White or European American,High income/Upper class,Secure,103,20,34,49,22,10,4,13,,500
3/12/25 18:56,3/12/25 19:12,IP Address,128.54.12.98,100,974,True,3/12/25 19:12,R_5rluPVFOndtbQXy,,,,,32.8425,-117.2484,anonymous,EN,3-5 hours ago,5-7 hours,Neither comfortable nor uncomfortable,1-2 days a week,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,,,,,622.071,622.071,625.983,1,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,22-25 years old,Man,"White or European American,Hispanic/Latino",Comfortable income/Middle class,Secure,123,20,30,73,19,22,16,16,,600
3/12/25 19:02,3/12/25 19:14,IP Address,128.54.7.185,100,667,True,3/12/25 19:14,R_7rIxWblwm0ZaBNv,,,,,32.8595,-117.2124,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat comfortable,3-5 days a week,Almost Never,Almost Never,Fairly Often,Very Often,Fairly Often,Sometimes,Fairly Often,Very Often,Sometimes,Almost Never,Somewhat typical of me,Often typical of me,Rarely typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Often typical of me,Often typical of me,,,,,0,0,524.553,0,Corresponds completely,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds completely,18-21 years old,Woman,East Asian,Comfortable income/Middle class,Not very secure,110,12,31,67,25,22,4,16,i,650
3/12/25 19:05,3/12/25 19:18,IP Address,128.54.49.79,100,788,True,3/12/25 19:18,R_6DtZahJQcaiBZiv,,,,,32.8595,-117.2124,anonymous,EN,6-8 hours ago,< 2 hours,Somewhat uncomfortable,1-2 days a week,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,Fairly Often,Fairly Often,Often typical of me,Often typical of me,Often typical of me,Often typical of me,Somewhat typical of me,Often typical of me,Often typical of me,Often typical of me,Often typical of me,Often typical of me,,,,,0,0,586.67,0,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,18-21 years old,Woman,South Asian,Comfortable income/Middle class,Somewhat Secure,123,24,35,64,16,16,16,16,,100
3/12/25 19:05,3/12/25 19:19,IP Address,137.110.78.242,100,818,True,3/12/25 19:19,R_1D5Pa4AcjkAsYY7,,,,,32.8595,-117.2124,anonymous,EN,≥ 8 hours ago,8+ hours,Somewhat comfortable,1-2 days a week,Sometimes,Sometimes,Very Often,Almost Never,Sometimes,Sometimes,Sometimes,Almost Never,Almost Never,Fairly Often,Rarely typical of me,Often typical of me,Somewhat typical of me,Often typical of me,Somewhat typical of me,Often typical of me,Often typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,12.429,55.596,497.878,2,,,,,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds not at all,18-21 years old,Woman,South Asian,High income/Upper class,Secure,109,24,33,52,25,10,4,13,,100
3/12/25 19:17,3/12/25 19:23,IP Address,137.110.51.178,100,374,True,3/12/25 19:23,R_3gMIoEKfexwqY6u,,,,,32.8595,-117.2124,anonymous,EN,3-5 hours ago,8+ hours,Somewhat comfortable,3-5 days a week,Fairly Often,Fairly Often,Fairly Often,Very Often,Fairly Often,Almost Never,Fairly Often,Very Often,Fairly Often,Almost Never,Not at all typical,Somewhat typical of me,Not at all typical,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Very typical of me,Very typical of me,0,0,214.178,0,,,,,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Somewhat corresponds,18-21 years old,Woman,East Asian,Comfortable income/Middle class,Secure,121,16,38,67,13,16,22,16,i,0
3/12/25 19:08,3/12/25 19:25,IP Address,107.132.35.186,100,996,True,3/12/25 19:25,R_7LhALe06MM0P4gh,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,5-7 hours,Very comfortable,3-5 days a week,Almost Never,Almost Never,Fairly Often,Very Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,Almost Never,Rarely typical of me,Rarely typical of me,Often typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Rarely typical of me,Rarely typical of me,0,0,613.351,0,,,,,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,18-21 years old,Woman,White or European American,Comfortable income/Middle class,Somewhat Secure,92,11,23,58,28,16,10,4,,750
3/12/25 19:09,3/12/25 19:25,IP Address,107.132.35.186,100,976,True,3/12/25 19:25,R_724HeICIQaGLVUS,,,,,32.8595,-117.2124,anonymous,EN,≤ 2 hours ago,5-7 hours,Very comfortable,1-2 days a week,Sometimes,Sometimes,Very Often,Sometimes,Sometimes,Fairly Often,Sometimes,Sometimes,Sometimes,Fairly Often,Not at all typical,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Rarely typical of me,Rarely typical of me,,,,,0,0,476.379,0,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,18-21 years old,Non-binary,"East Asian,Other",Comfortable income/Middle class,Somewhat Secure,121,24,27,70,22,22,22,4,"u,u,u,u",0
3/12/25 19:03,3/12/25 19:27,IP Address,137.151.175.192,100,1443,True,3/12/25 19:27,R_58AtCOTurR71rzR,,,,,33.8842,-117.8933,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat uncomfortable,0 days a week,Sometimes,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Somewhat typical of me,Often typical of me,Often typical of me,1.457,5.027,458.443,2,,,,,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Corresponds not at all,26-30 years old,Man,Hispanic/Latino,Low income/Lower class,Somewhat Secure,104,18,31,55,25,19,7,4,,50
3/12/25 19:36,3/12/25 19:50,IP Address,136.26.4.56,100,798,True,3/12/25 19:50,R_3stWmNCf21n0WU4,,,,,32.7173,-117.157,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,3-5 days a week,Almost Never,Fairly Often,Almost Never,Fairly Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Sometimes,Almost Never,Somewhat typical of me,Rarely typical of me,Very typical of me,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Not at all typical,Rarely typical of me,Often typical of me,Somewhat typical of me,0,0,558.83,0,,,,,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds not at all,18-21 years old,Man,East Asian,High income/Upper class,Secure,95,14,23,58,28,16,7,7,i,1650
3/12/25 21:45,3/12/25 21:52,IP Address,172.88.73.74,100,388,True,3/12/25 21:52,R_5B152T1NkqtuUmZ,,,,,32.9661,-117.1202,anonymous,EN,≤ 2 hours ago,8+ hours,Neither comfortable nor uncomfortable,3-5 days a week,Sometimes,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,Almost Never,Sometimes,Fairly Often,Almost Never,Often typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Often typical of me,Rarely typical of me,Somewhat typical of me,Somewhat typical of me,Rarely typical of me,,,,,0,0,137.601,0,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,18-21 years old,Man,White or European American,High income/Upper class,Secure,88,21,27,40,7,7,13,13,"u,u,u,i",0
3/12/25 22:26,3/12/25 22:35,IP Address,104.28.48.75,100,582,True,3/12/25 22:35,R_5GdDSF9ZX2gLBXH,,,,,39.7391,-104.9866,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,1-2 days a week,Very Often,Almost Never,Sometimes,Fairly Often,Fairly Often,Almost Never,Sometimes,Fairly Often,Fairly Often,Sometimes,Not at all typical,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Often typical of me,Rarely typical of me,Rarely typical of me,Often typical of me,Somewhat typical of me,1.062,16.527,17.492,10,,,,,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,22-25 years old,Man,White or European American,Comfortable income/Middle class,Somewhat Secure,114,18,29,67,19,19,19,10,,0
3/12/25 23:46,3/12/25 23:57,IP Address,70.174.241.130,100,666,True,3/12/25 23:57,R_3FetwR0gIpfTOY9,,,,,32.6917,-117.1151,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,3-5 days a week,Fairly Often,Sometimes,Fairly Often,Very Often,Fairly Often,Almost Never,Fairly Often,Fairly Often,Almost Never,Almost Never,Not at all typical,Rarely typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Often typical of me,Not at all typical,Somewhat typical of me,Somewhat typical of me,,,,,0,0,280.047,0,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds not at all,18-21 years old,Woman,White or European American,Comfortable income/Middle class,Somewhat Secure,93,14,30,49,4,10,22,13,i,250
3/12/25 23:45,3/13/25 00:26,IP Address,174.72.247.129,100,2466,True,3/13/25 00:26,R_5FKdS2Z0oMIHEyS,,,,,35.9854,-115.1193,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat comfortable,1-2 days a week,Fairly Often,Fairly Often,Very Often,Fairly Often,Fairly Often,Sometimes,Fairly Often,Fairly Often,Almost Never,Almost Never,Very typical of me,Often typical of me,Rarely typical of me,Often typical of me,Very typical of me,Very typical of me,Very typical of me,Somewhat typical of me,Very typical of me,Very typical of me,,,,,0,0,421.59,0,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds not at all,22-25 years old,Woman,"East Asian,South Asian",Comfortable income/Middle class,Somewhat Secure,111,18,41,52,25,10,10,7,i,100
3/13/25 00:22,3/13/25 00:34,IP Address,68.252.127.126,100,717,True,3/13/25 00:34,R_62SaZOcBCqtSQ5M,,,,,32.8595,-117.2124,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat comfortable,1-2 days a week,Almost Never,Sometimes,Fairly Often,Fairly Often,Sometimes,Fairly Often,Sometimes,Sometimes,Almost Never,Sometimes,Rarely typical of me,Not at all typical,Not at all typical,Often typical of me,Somewhat typical of me,Very typical of me,Very typical of me,Somewhat typical of me,Often typical of me,Often typical of me,0,0,473.33,0,,,,,Corresponds completely,Corresponds not at all,Corresponds completely,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds not at all,Corresponds completely,Corresponds not at all,18-21 years old,Woman,"White or European American,Hispanic/Latino",Low income/Lower class,Somewhat Secure,130,19,38,73,25,10,28,10,,300
3/13/25 03:37,3/13/25 03:53,IP Address,66.27.67.107,100,950,True,3/13/25 03:53,R_6stZZYVtZblzm5q,,,,,32.9511,-117.2241,anonymous,EN,3-5 hours ago,5-7 hours,Somewhat comfortable,3-5 days a week,Sometimes,Almost Never,Sometimes,Sometimes,Fairly Often,Almost Never,Very Often,Fairly Often,Almost Never,Almost Never,Very typical of me,Rarely typical of me,Very typical of me,Not at all typical,Not at all typical,Rarely typical of me,Not at all typical,Not at all typical,Rarely typical of me,Rarely typical of me,,,,,0,0,614.458,0,Corresponds completely,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,22-25 years old,Man,"White or European American,Hispanic/Latino",Comfortable income/Middle class,Secure,93,12,14,67,28,19,13,7,,650
3/13/25 14:13,3/13/25 14:28,IP Address,135.26.144.232,100,907,True,3/13/25 14:28,R_6zr51UOFdetUIV3,,,,,38.768,-121.3349,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat comfortable,3-5 days a week,Fairly Often,Fairly Often,Very Often,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Fairly Often,Sometimes,Rarely typical of me,Often typical of me,Rarely typical of me,Very typical of me,Very typical of me,Somewhat typical of me,Very typical of me,Often typical of me,Very typical of me,Rarely typical of me,0,0,613.279,0,,,,,Corresponds completely,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds completely,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,Corresponds completely,Corresponds completely,Corresponds not at all,Corresponds not at all,18-21 years old,Non-binary,White or European American,Low income/Lower class,Not very secure,132,21,41,70,28,22,10,10,,400
3/13/25 14:09,3/13/25 14:30,IP Address,204.75.250.11,100,1274,True,3/13/25 14:30,R_61drB8KG3XlsLpO,,,,,33.7499,-117.9071,anonymous,EN,≤ 2 hours ago,5-7 hours,Very comfortable,3-5 days a week,Sometimes,Sometimes,Fairly Often,Fairly Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Rarely typical of me,Somewhat typical of me,Not at all typical,Often typical of me,Often typical of me,Somewhat typical of me,Often typical of me,Somewhat typical of me,Very typical of me,Somewhat typical of me,0,0,620.362,0,,,,,Somewhat corresponds,Corresponds not at all,Corresponds not at all,Somewhat corresponds,Corresponds completely,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Corresponds completely,Corresponds not at all,Corresponds not at all,Somewhat corresponds,31-40 years old,Woman,Hispanic/Latino,Low income/Lower class,Not very secure,115,19,38,58,25,13,4,16,,650
3/13/25 15:17,3/13/25 15:22,IP Address,128.54.31.88,100,317,True,3/13/25 15:22,R_3dVV48c2Rhl1QEm,,,,,32.8509,-117.2722,anonymous,EN,3-5 hours ago,2-4 hours,Very uncomfortable,0 days a week,Very Often,Very Often,Very Often,Never,Never,Very Often,Never,Never,Very Often,Very Often,Not at all typical,Very typical of me,Not at all typical,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,,,,,26.949,34.481,78.401,8,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,Corresponds not at all,22-25 years old,Man,Other,Low income/Lower class,Not very secure,106,40,50,16,4,4,4,4,"i,i,u,i,u",0
3/13/25 15:31,3/13/25 15:43,IP Address,137.110.103.47,100,723,True,3/13/25 15:43,R_6SIi1YhAiosITiU,,,,,34.0803,-117.735,anonymous,EN,≤ 2 hours ago,5-7 hours,Somewhat uncomfortable,1-2 days a week,Sometimes,Fairly Often,Fairly Often,Fairly Often,Fairly Often,Very Often,Fairly Often,Sometimes,Almost Never,Sometimes,Somewhat typical of me,Rarely typical of me,Somewhat typical of me,Rarely typical of me,Rarely typical of me,Often typical of me,Rarely typical of me,Rarely typical of me,Rarely typical of me,Often typical of me,,,,,0,0,535.578,0,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds completely,Corresponds completely,Corresponds not at all,Somewhat corresponds,Somewhat corresponds,Corresponds not at all,Somewhat corresponds,Corresponds not at all,18-21 years old,Woman,East Asian,Comfortable income/Middle class,Somewhat Secure,107,20,26,61,25,10,13,13,i,650
